01/06/2015,8.9,17.4,4.9,15,Moderate,33,96,5,2900,998,240,WSW,240,WSW
02/06/2015,9.6,1.2,9,22,Strong,46,94,5,3200,989,250,WSW,270,W
03/06/2015,11.3,0,13.4,13,Moderate,29,94,3,3900,1015,270,W,270,W
04/06/2015,8.5,0.2,1.1,6,Light,15,96,6,3000,1023,80,E,90,E
05/06/2015,13.4,0.4,3.8,10,Light,28,100,6,2500,1011,240,WSW,230,SW
06/06/2015,11.4,tr,7.7,23,Strong,52,81,4,3100,1010,230,SW,260,W
07/06/2015,12.0,tr,12.9,13,Moderate,30,87,3,4000,1027,250,WSW,290,WNW
08/06/2015,10.9,0.2,5.3,5,Light,16,93,7,4100,1036,150,SSE,120,ESE
09/06/2015,12.8,0,10.5,6,Light,15,93,5,4100,1035,270,W,160,SSE
10/06/2015,14.6,0,15.6,5,Light,14,100,1,3000,1030,260,W,210,SSW
11/06/2015,15.0,0,15.9,7,Light,16,99,1,3100,1021,140,SE,150,SSE
12/06/2015,9.4,0.4,6.2,8,Light,21,98,4,1700,1014,90,E,70,ENE
13/06/2015,9.8,0.4,0,10,Light,20,97,8,2900,1012,60,ENE,60,ENE
14/06/2015,10.7,0.2,1.7,6,Light,16,90,8,4000,1017,50,NE,50,NE
15/06/2015,9.6,1,3.4,5,Light,13,100,6,3600,1022,110,ESE,120,ESE
16/06/2015,14.6,tr,0.1,6,Light,20,100,8,2400,1021,260,W,250,WSW
17/06/2015,15.6,0,5.7,16,Moderate,33,90,6,3900,1015,270,W,280,W
18/06/2015,11.5,tr,0,13,Moderate,25,83,8,3600,1017,270,W,290,WNW
19/06/2015,13.6,tr,2,8,Light,18,82,8,4600,1019,280,W,270,W
20/06/2015,14.6,tr,0.3,7,Light,18,94,7,4200,1017,250,WSW,270,W
21/06/2015,14.1,1,5.5,11,Moderate,26,91,7,3700,1009,270,W,250,WSW
22/06/2015,12.5,0.2,0.2,7,Light,22,96,8,4400,1010,260,W,20,NNE
23/06/2015,8.9,0.4,7.5,8,Light,18,100,5,3400,1017,110,ESE,110,ESE
24/06/2015,12.9,1.6,0,5,Light,12,94,8,2700,1017,110,ESE,130,SE
25/06/2015,14.5,3.2,0.6,4,Light,15,99,8,2000,1018,40,NE,210,SSW
26/06/2015,15.7,2.6,0.2,6,Light,17,99,7,2500,1012,160,SSE,200,SSW
27/06/2015,15.0,5.4,9.1,9,Light,21,95,5,3000,1014,260,W,270,W
28/06/2015,17.3,0.4,6.4,11,Moderate,31,99,5,2600,1011,270,W,240,WSW
29/06/2015,15.2,0.2,0.7,8,Light,26,96,7,3500,1017,250,WSW,260,W
30/06/2015,19.2,0,1.5,5,Light,17,93,7,2600,1016,220,SW,230,SW
01/07/2015,16.2,2.8,5.6,8,Light,21,99,4,800,1012,50,NE,100,E
02/07/2015,17.9,1.4,4.5,8,Light,21,100,5,2200,1015,260,W,250,WSW
03/07/2015,16.0,18.4,13.6,9,Light,22,100,2,2300,1024,110,ESE,110,ESE
04/07/2015,14.8,11.4,2.3,10,Light,26,100,6,900,1017,80,E,90,E
05/07/2015,14.8,0.4,5.1,6,Light,16,100,5,2200,1014,260,W,250,WSW
06/07/2015,16.0,9.6,7.6,9,Light,20,98,4,2900,1011,260,W,230,SW
07/07/2015,17.6,8.8,5.7,11,Moderate,24,100,7,3400,1000,280,W,260,W
08/07/2015,13.8,tr,3.9,8,Light,21,84,6,4200,1008,360,N,360,N
09/07/2015,11.7,2.2,6.5,7,Light,17,91,5,4400,1020,250,WSW,280,W
10/07/2015,15.6,2.2,1.1,5,Light,18,96,7,3100,1016,120,ESE,200,SSW
11/07/2015,16.6,0.2,3.1,9,Light,25,98,7,3100,1010,250,WSW,260,W
12/07/2015,16.7,2.2,8.3,13,Moderate,26,96,6,4200,1009,280,W,270,W
13/07/2015,13.9,tr,1.6,4,Light,12,98,7,3700,1011,70,ENE,250,WSW
14/07/2015,13.3,0.6,0.4,6,Light,16,100,8,3300,1016,90,E,100,E
15/07/2015,12.6,0.6,4.7,6,Light,15,100,6,3000,1019,360,N,60,ENE
16/07/2015,12.1,22.6,1,10,Light,24,99,8,2600,1019,110,ESE,110,ESE
17/07/2015,15.8,0.2,2.9,18,Fresh,41,99,7,2400,1005,230,SW,230,SW
18/07/2015,15.1,6.2,10.2,20,Fresh,43,99,5,3300,1004,260,W,240,WSW
19/07/2015,14.3,1.8,0.9,5,Light,15,99,8,2800,1005,130,SE,240,WSW
20/07/2015,13.0,3,0.2,7,Light,19,100,7,2600,1004,130,SE,150,SSE
21/07/2015,15.0,0,1.7,12,Moderate,25,99,7,3800,1003,260,W,250,WSW
22/07/2015,12.2,tr,4.1,9,Light,23,94,5,3900,1010,250,WSW,270,W
23/07/2015,12.5,0.4,10.5,13,Moderate,31,97,4,4000,1011,250,WSW,250,WSW
24/07/2015,12.5,tr,5.4,7,Light,23,95,4,3600,1012,270,W,200,SSW
25/07/2015,12.1,2.8,2.7,4,Light,14,97,8,3700,1013,260,W,90,E
26/07/2015,12.8,7.8,5.6,12,Moderate,25,98,6,2600,1005,130,SE,80,E
27/07/2015,12.1,1.2,0,11,Moderate,25,96,8,2000,1000,60,ENE,80,E
28/07/2015,12.2,1.6,0,4,Light,13,99,8,3400,1004,30,NNE,100,E
29/07/2015,14.2,tr,3.2,6,Light,19,94,7,4200,1010,280,W,360,N
30/07/2015,12.2,0,6.3,6,Light,21,85,6,4600,1017,300,WNW,280,W
31/07/2015,13.7,3.8,0.8,9,Light,29,91,7,4400,1013,240,WSW,210,SSW
01/08/2015,12.7,1.4,11.2,11,Moderate,29,100,3,3400,1009,250,WSW,270,W
02/08/2015,12.2,5,2.9,8,Light,23,99,7,2900,1014,270,W,110,ESE
03/08/2015,17.6,tr,8.3,12,Moderate,34,99,4,2000,1004,210,SSW,210,SSW
04/08/2015,15.6,0.2,1.5,16,Moderate,34,90,7,2800,1001,230,SW,240,WSW
05/08/2015,15.0,2.4,0.2,8,Light,19,99,8,2600,1007,240,WSW,210,SSW
06/08/2015,17.1,0,6.7,9,Light,24,97,5,3300,1008,270,W,260,W
07/08/2015,13.7,0,12,8,Light,18,90,2,3700,1018,280,W,250,WSW
08/08/2015,13.9,0.2,6.2,11,Moderate,26,94,5,4300,1019,230,SW,220,SW
09/08/2015,16.4,tr,0.5,10,Light,28,88,8,4800,1013,240,WSW,220,SW
10/08/2015,14.7,2.6,4.6,9,Light,29,100,5,4000,1010,250,WSW,260,W
11/08/2015,14.2,0,6.2,9,Light,19,95,4,4500,1018,250,WSW,250,WSW
12/08/2015,13.7,0,3,7,Light,19,96,5,4500,1024,260,W,270,W
13/08/2015,12.0,7,13.2,6,Light,19,100,2,3100,1019,280,W,120,ESE
14/08/2015,13.6,8.2,0,4,Light,12,100,8,1600,1008,280,W,90,E
15/08/2015,14.7,0,6.3,9,Light,22,100,5,3300,1009,260,W,260,W
16/08/2015,11.5,0,8.6,5,Light,16,99,3,3600,1017,290,WNW,130,SE
17/08/2015,11.9,0,11.5,5,Light,12,100,2,3000,1019,280,W,110,ESE
18/08/2015,13.9,10.2,0,5,Light,11,99,8,3300,1013,280,W,280,W
19/08/2015,17.4,1.2,4.8,6,Light,20,100,7,2600,1010,250,WSW,230,SW
20/08/2015,16.8,0.2,6.2,8,Light,24,99,6,4200,1013,160,SSE,210,SSW
21/08/2015,18.7,tr,6.3,12,Moderate,27,97,5,3100,1011,210,SSW,220,SW
22/08/2015,15.5,10.6,2.3,5,Light,15,100,7,2100,1014,110,ESE,110,ESE
23/08/2015,16.1,0.4,9.7,13,Moderate,27,100,4,700,1007,100,E,110,ESE
24/08/2015,16.9,tr,6.1,7,Light,22,100,6,1300,1001,110,ESE,110,ESE
25/08/2015,14.9,0.8,8.5,10,Light,23,100,5,4000,1000,250,WSW,260,W
26/08/2015,14.2,0.8,4.4,8,Light,32,99,6,3200,994,240,WSW,260,W
27/08/2015,13.5,0.4,4.5,13,Moderate,32,95,6,3800,997,260,W,270,W
28/08/2015,14.1,0.4,8.1,11,Moderate,29,96,5,3500,1007,240,WSW,260,W
29/08/2015,16.0,0.6,10,12,Moderate,30,98,4,3400,1012,230,SW,250,WSW
30/08/2015,14.1,0.2,8.8,9,Light,22,100,2,3200,1017,260,W,250,WSW
31/08/2015,12.3,0.4,1.7,4,Light,11,97,6,4300,1018,270,W,130,SE
01/09/2015,12.2,9,2.1,6,Light,18,100,7,4100,1018,310,NW,50,NE
02/09/2015,12.6,0.2,2.4,7,Light,19,90,7,4700,1017,310,NW,330,NNW
03/09/2015,12.9,tr,0.7,8,Light,26,74,7,4600,1015,360,N,350,N
04/09/2015,11.7,0.2,2.1,7,Light,24,92,5,4800,1017,280,W,10,N
05/09/2015,12.2,0,5.3,6,Light,22,71,5,4200,1023,330,NNW,20,NNE
06/09/2015,14.1,0,12.5,8,Light,21,84,2,4200,1026,300,WNW,260,W
07/09/2015,11.9,0,11.7,7,Light,18,94,2,4100,1031,110,ESE,120,ESE
08/09/2015,11.7,0,0,4,Light,11,95,8,2400,1030,130,SE,120,ESE
09/09/2015,12.3,0,0,8,Light,16,94,8,3700,1026,150,SSE,140,SE
10/09/2015,13.0,0.2,7.1,10,Light,23,100,5,1600,1024,110,ESE,110,ESE
11/09/2015,13.5,0.8,6,13,Moderate,30,99,4,1300,1018,120,ESE,130,SE
12/09/2015,13.7,8.6,0.3,14,Moderate,35,99,7,1800,1005,120,ESE,160,SSE
13/09/2015,11.6,0.8,3.3,6,Light,17,100,7,3100,1004,200,SSW,220,SW
14/09/2015,10.1,4.6,0.1,4,Light,17,100,6,1900,997,40,NE,20,NNE
15/09/2015,12.1,tr,3,4,Light,11,100,7,3500,992,290,WNW,250,WSW
16/09/2015,11.9,tr,8.3,6,Light,14,99,6,4400,993,260,W,100,E
17/09/2015,13.5,2.2,1.1,5,Light,16,98,8,3600,996,280,W,240,WSW
18/09/2015,13.1,0,1.8,3,Light,10,100,8,4000,1012,280,W,100,E
19/09/2015,11.9,0,10.7,6,Light,19,100,3,3000,1023,260,W,250,WSW
20/09/2015,12.7,6,0.1,5,Light,19,96,7,4300,1019,280,W,240,WSW
21/09/2015,13.6,4.4,1.4,4,Light,16,100,7,2500,1005,220,SW,250,WSW
22/09/2015,11.6,tr,1.4,7,Light,14,100,6,4600,1002,290,WNW,280,W
23/09/2015,10.6,0.2,3,8,Light,21,99,4,3900,1004,250,WSW,230,SW
24/09/2015,10.2,0.2,9,14,Moderate,30,96,3,3400,1004,250,WSW,250,WSW
25/09/2015,11.6,0.2,10.7,12,Moderate,27,94,2,3100,1017,260,W,280,W
26/09/2015,13.4,0.2,0.1,4,Light,11,100,8,2500,1028,260,W,260,W
27/09/2015,11.4,0,9.2,5,Light,15,100,0,1800,1034,270,W,260,W
28/09/2015,11.5,0,5,4,Light,14,100,2,2000,1036,280,W,210,SSW
29/09/2015,11.9,0.2,10.5,5,Light,14,100,0,1600,1036,270,W,250,WSW
30/09/2015,10.4,0.2,10.3,4,Light,11,100,0,900,1037,270,W,10,N
01/10/2015,11.3,0.2,10.3,7,Light,15,100,0,2000,1032,270,W,240,WSW
02/10/2015,11.8,0,9.7,8,Light,20,100,2,2000,1025,260,W,260,W
03/10/2015,11.3,0,6.1,4,Light,13,100,6,1800,1016,240,WSW,260,W
04/10/2015,7.8,0,2.7,4,Light,16,100,5,1800,1013,140,SE,110,ESE
05/10/2015,11.0,13,0.1,12,Moderate,30,100,8,700,1004,140,SE,140,SE
06/10/2015,13.6,1.8,0,7,Light,20,100,8,500,997,140,SE,140,SE
07/10/2015,12.2,6.4,0,5,Light,15,100,7,1600,1006,290,WNW,270,W
08/10/2015,9.6,0.2,7.7,6,Light,14,100,0,3800,1018,280,W,280,W
09/10/2015,7.9,0,0.2,3,Light,10,100,6,1900,1021,300,WNW,240,WSW
10/10/2015,10.8,5,0,4,Light,12,100,7,1200,1023,100,E,130,SE
11/10/2015,10.8,2,0,5,Light,16,100,8,1700,1021,140,SE,150,SSE
12/10/2015,10.4,0.2,5.5,6,Light,19,100,5,3200,1023,350,N,10,N
13/10/2015,9.3,0.2,5,3,Light,11,100,4,3100,1029,310,NW,110,ESE
14/10/2015,5.6,0.2,4.8,3,Light,8,100,3,1600,1028,280,W,110,ESE
15/10/2015,6.3,0,3.3,3,Light,8,100,4,1000,1027,290,WNW,260,W
16/10/2015,7.8,0.2,8.7,3,Light,10,100,4,1500,1029,290,WNW,90,E
17/10/2015,6.5,0,1.7,4,Light,8,100,4,1600,1027,280,W,40,NE
18/10/2015,9.1,0,0.4,4,Light,11,100,8,2500,1026,300,WNW,100,E
19/10/2015,10.7,0.2,0.5,5,Light,12,100,7,3200,1026,270,W,260,W
20/10/2015,9.5,1.8,6.2,8,Light,19,100,3,1500,1022,250,WSW,240,WSW
21/10/2015,13.0,0.6,4.5,15,Moderate,32,100,5,4400,1006,250,WSW,250,WSW
22/10/2015,12.0,0,8.6,22,Strong,46,88,2,2000,1006,250,WSW,280,W
23/10/2015,9.7,0.2,0.7,11,Moderate,24,93,6,3400,1012,230,SW,230,SW
24/10/2015,9.8,tr,4.1,13,Moderate,27,89,5,3900,1006,260,W,250,WSW
25/10/2015,6.8,tr,0.2,9,Light,23,98,5,3400,1017,250,WSW,240,WSW
26/10/2015,9.0,0,2.2,6,Light,19,97,5,2300,1013,120,ESE,190,S
27/10/2015,8.1,1,0,10,Light,20,100,7,300,1012,110,ESE,100,E
28/10/2015,11.7,9,0,11,Moderate,22,100,8,200,1006,110,ESE,120,ESE
29/10/2015,9.5,1.8,1.4,7,Light,22,100,5,1700,1006,140,SE,130,SE
30/10/2015,9.9,2.6,0.2,3,Light,11,100,8,1100,1013,280,W,150,SSE
31/10/2015,11.0,1.6,2.1,8,Light,31,100,5,2400,1018,260,W,290,WNW


n/a = data not available,,,,,,,,,,,,,,
"tr = a trace of rain, an amount less than 0.05mm",,,,,,,,,,,,,,
BEIJING,,,© 2016 Crown Copyright Met Office,,
NGR = NA,,,,,
Altitude = 55,,,,,
"Latitude =  39.933, 116.283",,,,,

Date,Daily Mean Air Temperature,Rainfall (24 hour total),Daily Mean Pressure (hPa),Daily Mean Wind Speed,Daily Mean Windspeed (Beaufort conversion)
01/05/1987,13.7,6.0,1016,4.0,Light
02/05/1987,12.7,0.1,1018,4.5,Light
03/05/1987,17.0,0.0,1018,7.5,Light
04/05/1987,17.0,0.0,1016,8.0,Light
05/05/1987,19.8,0.0,1012,3.5,Light
06/05/1987,21.0,0.0,1007,9.5,Light
07/05/1987,21.5,0.0,1010,5.5,Light
08/05/1987,21.6,0.0,1012,8.5,Light
09/05/1987,21.2,0.0,1015,4.5,Light
10/05/1987,20.7,0.0,1015,6.5,Light
11/05/1987,21.6,0.0,1011,5.5,Light
12/05/1987,22.1,0.0,1014,6.0,Light
13/05/1987,17.6,0.0,1019,9.0,Light
14/05/1987,20.3,0.0,1008,7.5,Light
15/05/1987,21.3,4.0,1003,6.5,Light
16/05/1987,15.6,0.0,1012,10.0,Light
17/05/1987,17.6,0.0,1008,5.0,Light
18/05/1987,15.8,0.0,1005,2.5,Light
19/05/1987,22.2,0.0,1012,6.0,Light
20/05/1987,22.1,0.0,1009,4.5,Light
21/05/1987,23.8,6.0,1004,5.0,Light
22/05/1987,19.0,1.0,1001,3.0,Light
23/05/1987,21.2,0.0,1005,6.5,Light
24/05/1987,19.3,20.7,1010,3.0,Light
25/05/1987,20.7,0.0,1015,4.0,Light
26/05/1987,23.0,0.0,1017,6.5,Light
27/05/1987,22.8,0.0,1017,4.5,Light
28/05/1987,21.1,0.0,1011,4.0,Light
29/05/1987,23.4,0.0,1008,5.0,Light
30/05/1987,20.8,4.0,1009,3.0,Light
31/05/1987,18.9,23.7,1009,3.0,Light
01/06/1987,20.2,0.0,1006,3.3,Light
02/06/1987,21.7,0.0,1000,2.0,Light
03/06/1987,24.7,0.0,1001,5.0,Light
04/06/1987,27.7,0.0,1001,3.5,Light
05/06/1987,16.1,31.0,1014,12.5,Moderate
06/06/1987,17.9,0.0,1015,5.5,Light
07/06/1987,23.4,0.0,1011,5.0,Light
08/06/1987,24.3,0.0,1009,4.0,Light
09/06/1987,24.9,0.0,1007,4.5,Light
10/06/1987,24.7,0.0,1009,6.0,Light
11/06/1987,22.8,0.0,1009,3.5,Light
12/06/1987,26.0,0.0,1007,7.0,Light
13/06/1987,24.2,0.0,1010,7.5,Light
14/06/1987,23.0,0.0,1010,6.5,Light
15/06/1987,25.0,0.0,1008,4.5,Light
16/06/1987,24.6,0.0,1008,5.0,Light
17/06/1987,24.6,9.0,1008,4.0,Light
18/06/1987,20.9,14.3,1009,4.0,Light
19/06/1987,24.9,0.0,1006,0.5,Light
20/06/1987,26.3,0.0,1008,5.5,Light
21/06/1987,26.1,0.0,1010,6.0,Light
22/06/1987,22.3,15.7,1005,3.5,Light
23/06/1987,20.6,19.0,1003,3.5,Light
24/06/1987,23.5,0.0,1004,5.0,Light
25/06/1987,23.5,0.0,1005,0.5,Light
26/06/1987,24.1,2.0,1007,4.5,Light
27/06/1987,23.9,0.3,1010,6.5,Light
28/06/1987,22.4,1.0,1007,3.5,Light
29/06/1987,23.2,0.0,1004,5.0,Light
30/06/1987,23.0,0.0,1008,6.0,Light
01/07/1987,23.8,0.0,1007,4.0,Light
02/07/1987,22.1,0.2,1004,3.3,Light
03/07/1987,26.0,0.0,1001,7.0,Light
04/07/1987,26.4,1.0,999,4.0,Light
05/07/1987,25.8,0.0,1000,6.0,Light
06/07/1987,25.7,0.0,1004,3.5,Light
07/07/1987,26.1,0.0,1003,3.3,Light
08/07/1987,27.2,0.1,1005,3.0,Light
09/07/1987,24.5,12.1,1005,4.0,Light
10/07/1987,25.4,13.6,997,3.0,Light
11/07/1987,29.8,0.0,998,2.5,Light
12/07/1987,27.1,0.1,1002,8.0,Light
13/07/1987,26.9,0.3,1006,6.0,Light
14/07/1987,23.4,53.0,1008,4.5,Light
15/07/1987,21.6,2.3,1006,4.0,Light
16/07/1987,26.5,0.0,1003,4.5,Light
17/07/1987,28.3,0.0,1003,6.0,Light
18/07/1987,27.6,0.0,1002,3.0,Light
19/07/1987,28.1,0.0,1000,5.5,Light
20/07/1987,23.9,22.5,999,2.5,Light
21/07/1987,24.1,2.0,996,4.0,Light
22/07/1987,27.6,0.0,999,4.7,Light
23/07/1987,27.6,0.0,1003,6.0,Light
24/07/1987,28.4,0.0,1003,6.5,Light
25/07/1987,29.3,0.0,1005,3.0,Light
26/07/1987,28.9,0.0,1008,5.5,Light
27/07/1987,28.2,0.0,1008,3.0,Light
28/07/1987,29.3,0.0,1005,2.5,Light
29/07/1987,28.2,0.0,1001,4.5,Light
30/07/1987,29.7,0.0,997,1.5,Light
31/07/1987,30.8,0.0,998,5.0,Light
01/08/1987,24.1,0.0,1002,3.5,Light
02/08/1987,27.4,0.1,1003,2.0,Light
03/08/1987,21.6,26.0,1005,6.0,Light
04/08/1987,27.8,0.0,1003,3.5,Light
05/08/1987,29.0,0.0,1005,3.0,Light
06/08/1987,22.1,19.0,1004,2.5,Light
07/08/1987,23.4,0.0,998,3.0,Light
08/08/1987,25.1,0.0,1003,2.5,Light
09/08/1987,26.5,0.0,1007,4.0,Light
10/08/1987,26.0,1.0,1010,4.5,Light
11/08/1987,25.7,0.0,1014,3.5,Light
12/08/1987,26.4,0.0,1014,3.5,Light
13/08/1987,22.9,62.0,1013,3.0,Light
14/08/1987,20.0,31.0,1010,1.5,Light
15/08/1987,23.3,0.0,1006,3.0,Light
16/08/1987,24.2,0.0,1006,3.0,Light
17/08/1987,25.6,0.1,1007,4.0,Light
18/08/1987,23.4,45.0,1007,4.5,Light
19/08/1987,24.3,0.9,1003,2.5,Light
20/08/1987,26.2,0.0,1004,1.5,Light
21/08/1987,27.4,0.0,1006,4.0,Light
22/08/1987,24.7,1.0,1007,3.0,Light
23/08/1987,24.1,4.0,1005,4.0,Light
24/08/1987,24.2,15.1,1004,3.5,Light
25/08/1987,25.4,0.1,1004,1.5,Light
26/08/1987,21.8,41.0,1000,6.5,Light
27/08/1987,25.4,0.0,997,4.5,Light
28/08/1987,26.4,0.0,1000,2.5,Light
29/08/1987,25.1,0.0,1002,3.5,Light
30/08/1987,24.0,0.0,1006,6.7,Light
31/08/1987,24.2,0.0,1009,4.0,Light
01/09/1987,24.6,0.0,1012,5.5,Light
02/09/1987,24.8,1.0,1012,2.5,Light
03/09/1987,20.2,11.0,1010,4.0,Light
04/09/1987,23.0,2.0,1009,8.0,Light
05/09/1987,21.9,3.0,1012,4.5,Light
06/09/1987,18.5,10.0,1014,4.0,Light
07/09/1987,20.3,0.0,1014,2.5,Light
08/09/1987,21.7,0.0,1012,9.0,Light
09/09/1987,22.0,0.0,1015,2.0,Light
10/09/1987,23.2,0.0,1019,1.0,Light
11/09/1987,23.6,0.0,1020,4.5,Light
12/09/1987,23.1,0.0,1015,3.5,Light
13/09/1987,23.7,0.0,1013,2.5,Light
14/09/1987,23.2,2.0,1015,5.3,Light
15/09/1987,19.9,0.0,1021,2.0,Light
16/09/1987,18.9,0.0,1018,6.5,Light
17/09/1987,21.0,0.0,1012,4.0,Light
18/09/1987,22.4,0.0,1007,2.0,Light
19/09/1987,24.4,0.0,1005,3.5,Light
20/09/1987,22.7,0.0,1013,5.0,Light
21/09/1987,20.5,0.0,1019,3.0,Light
22/09/1987,22.1,0.0,1019,2.5,Light
23/09/1987,22.6,2.0,1014,5.0,Light
24/09/1987,17.6,4.0,1016,12.0,Moderate
25/09/1987,16.2,0.0,1023,7.5,Light
26/09/1987,16.9,0.0,1020,4.5,Light
27/09/1987,18.5,0.0,1017,3.0,Light
28/09/1987,16.3,0.2,1017,2.0,Light
29/09/1987,17.8,0.0,1016,2.0,Light
30/09/1987,18.9,0.0,1015,3.5,Light
01/10/1987,20.6,0.0,1013,5.0,Light
02/10/1987,19.1,0.0,1014,4.0,Light
03/10/1987,21.1,0.0,1012,5.0,Light
04/10/1987,20.4,0.0,1011,1.5,Light
05/10/1987,19.8,0.0,1012,2.0,Light
06/10/1987,19.3,0.0,1018,9.0,Light
07/10/1987,17.1,0.0,1021,6.5,Light
08/10/1987,16.5,0.0,1017,2.0,Light
09/10/1987,18.0,0.0,1016,3.0,Light
10/10/1987,18.9,0.0,1012,3.5,Light
11/10/1987,17.8,0.0,1020,6.5,Light
12/10/1987,15.8,0.0,1025,4.5,Light
13/10/1987,14.0,0.0,1024,3.0,Light
14/10/1987,13.2,0.0,1028,5.3,Light
15/10/1987,11.6,0.0,1025,2.5,Light
16/10/1987,10.7,0.2,1017,1.0,Light
17/10/1987,15.7,0.0,1016,9.0,Light
18/10/1987,10.7,0.0,1018,9.5,Light
19/10/1987,5.8,0.0,1022,7.3,Light
20/10/1987,8.3,0.0,1023,4.0,Light
21/10/1987,9.0,0.0,1025,4.5,Light
22/10/1987,8.6,0.0,1024,2.0,Light
23/10/1987,9.8,0.0,1027,2.0,Light
24/10/1987,10.0,0.0,1028,5.0,Light
25/10/1987,10.0,0.0,1024,2.0,Light
26/10/1987,9.5,0.0,1019,3.0,Light
27/10/1987,12.6,0.0,1017,3.0,Light
28/10/1987,12.6,0.0,1012,4.0,Light
29/10/1987,11.9,0.0,1023,15.0,Moderate
30/10/1987,7.1,0.0,1032,7.5,Light
31/10/1987,2.9,13.0,1032,1.0,Light
BEIJING,,,© 2016 Crown Copyright Met Office,,,
NGR = NA,,,,,,
Altitude = 55,,,,,,
"Latitude =  39.933, 116.283",,,,,,

Date,Daily Mean Air Temperature,Rainfall (24 hour total),Daily Mean Pressure (hPa),Daily Mean Wind Speed,Daily Mean Windspeed (Beaufort conversion),
01/05/2015,17.5,9.0,1010,5.5,Light,
02/05/2015,20.0,0.1,1010,3.8,Light,
03/05/2015,19.2,0.0,1016,7.5,Light,
04/05/2015,18.5,0.0,1011,8.0,Light,
05/05/2015,21.1,0.0,1006,5.5,Light,
06/05/2015,17.1,0.0,1012,4.0,Light,
07/05/2015,18.8,0.0,1011,5.3,Light,
08/05/2015,18.0,0.0,1012,5.0,Light,
09/05/2015,13.0,0.0,1017,3.3,Light,
10/05/2015,9.7,24.1,1014,3.5,Light,
11/05/2015,14.3,0.1,1003,5.8,Light,
12/05/2015,18.9,0.0,994,3.8,Light,
13/05/2015,24.6,0.0,997,5.8,Light,
14/05/2015,22.2,0.0,1009,4.5,Light,
15/05/2015,19.6,0.0,1014,6.0,Light,
16/05/2015,23.3,0.0,1006,7.0,Light,
17/05/2015,23.1,0.2,998,4.5,Light,
18/05/2015,24.0,0.1,1003,6.8,Light,
19/05/2015,22.8,0.0,1010,8.3,Light,
20/05/2015,23.7,0.0,1014,6.3,Light,
21/05/2015,22.2,0.0,1011,8.8,Light,
22/05/2015,22.9,0.0,1009,3.8,Light,
23/05/2015,25.0,0.0,1007,4.3,Light,
24/05/2015,26.3,0.0,1005,6.3,Light,
25/05/2015,27.1,0.0,1006,5.8,Light,
26/05/2015,27.2,0.0,1005,6.8,Light,
27/05/2015,26.3,0.0,1004,4.8,Light,
28/05/2015,25.6,0.0,1004,4.3,Light,
29/05/2015,23.9,0.8,1006,3.5,Light,
30/05/2015,24.9,0.0,1006,6.0,Light,
31/05/2015,28.0,0.0,1000,6.3,Light,
01/06/2015,27.3,0.0,1002,4.3,Light,
02/06/2015,26.2,0.0,1010,6.8,Light,
03/06/2015,26.6,0.0,1010,5.0,Light,
04/06/2015,19.2,5.0,1002,3.8,Light,
05/06/2015,25.4,0.0,999,5.3,Light,
06/06/2015,22.4,0.7,1003,4.0,Light,
07/06/2015,21.1,0.1,1008,3.0,Light,
08/06/2015,24.6,0.3,1003,3.5,Light,
09/06/2015,24.2,3.0,1001,6.5,Light,
10/06/2015,20.8,9.9,999,3.5,Light,
11/06/2015,23.7,5.0,997,7.0,Light,
12/06/2015,25.7,0.0,998,7.3,Light,
13/06/2015,23.1,0.4,1006,4.8,Light,
14/06/2015,26.6,0.0,1008,4.5,Light,
15/06/2015,26.8,0.0,1005,4.0,Light,
16/06/2015,27.5,0.0,1003,4.5,Light,
17/06/2015,25.9,12.0,1004,3.3,Light,
18/06/2015,27.7,0.0,1006,4.8,Light,
19/06/2015,20.1,2.1,1011,4.3,Light,
20/06/2015,25.9,0.0,1011,3.8,Light,
21/06/2015,27.1,0.0,1007,4.5,Light,
22/06/2015,26.1,0.3,1006,4.5,Light,
23/06/2015,27.2,0.3,1006,5.3,Light,
24/06/2015,24.6,0.0,1004,3.8,Light,
25/06/2015,24.4,2.0,1000,3.8,Light,
26/06/2015,24.2,6.0,1001,3.5,Light,
27/06/2015,26.1,0.0,1006,3.3,Light,
28/06/2015,27.8,0.0,1005,4.3,Light,
29/06/2015,21.9,0.1,1006,4.5,Light,
30/06/2015,21.9,1.2,1000,5.8,Light,
01/07/2015,26.3,1.0,999,4.8,Light,
02/07/2015,27.0,0.0,1003,4.3,Light,
03/07/2015,25.4,0.0,1009,3.8,Light,
04/07/2015,21.6,1.0,1010,2.8,Light,
05/07/2015,24.7,0.0,1010,3.3,Light,
06/07/2015,26.1,0.0,1010,4.5,Light,
07/07/2015,27.4,0.0,1009,5.0,Light,
08/07/2015,27.9,0.0,1011,4.8,Light,
09/07/2015,28.1,0.0,1012,4.8,Light,
10/07/2015,28.2,0.0,1009,5.0,Light,
11/07/2015,29.4,0.0,1005,3.8,Light,
12/07/2015,30.9,0.0,998,4.8,Light,
13/07/2015,32.5,0.2,999,4.3,Light,
14/07/2015,30.4,0.3,1003,3.5,Light,
15/07/2015,27.2,7.0,1006,5.0,Light,
16/07/2015,23.3,1.0,1007,5.8,Light,
17/07/2015,23.5,12.0,1006,4.0,Light,
18/07/2015,23.4,48.7,1006,3.0,Light,
19/07/2015,24.1,1.2,1008,3.3,Light,
